STATION,NAME,DATE,TAVG,TMAX,TMIN,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/14/93,,39,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/15/93,,42,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/16/93,,37,27,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/17/93,,35,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/18/93,,41,26,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/19/93,,43,29,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/20/93,,40,33,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/21/93,,35,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/22/93,,33,21,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/23/93,,22,8,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/24/93,,28,8,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/25/93,,24,14,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/26/93,,15,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/27/93,,15,-2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/28/93,,20,5,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/29/93,,24,1,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/30/93,,20,12,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",12/31/93,,30,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/01/94,,45,28,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/02/94,,37,17,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/03/94,,20,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/04/94,,24,16,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/05/94,,22,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/06/94,,12,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/07/94,,16,12,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/08/94,,19,11,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/09/94,,16,4,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/10/94,,17,-5,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/11/94,,35,16,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/12/94,,32,22,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/13/94,,36,25,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/14/94,,25,1,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/15/94,,2,-4,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/16/94,,10,-17,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/17/94,,29,8,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/18/94,,13,-3,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/19/94,,0,-11,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/20/94,,8,-9,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/21/94,,19,-4,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/22/94,,23,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/23/94,,38,6,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/24/94,,36,27,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/25/94,,27,9,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/26/94,,9,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/27/94,,33,-5,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/28/94,,50,33,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/29/94,,35,19,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/30/94,,19,-6,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",01/31/94,,14,-10,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/01/94,,17,5,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/02/94,,21,2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/03/94,,26,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/04/94,,26,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/05/94,,31,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/06/94,,33,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/07/94,,26,10,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/08/94,,10,3,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/09/94,,9,5,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/10/94,,14,-2,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/11/94,,23,0,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/12/94,,33,-7,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/13/94,,34,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/14/94,,20,3,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/15/94,,40,3,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/16/94,,28,11,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/17/94,,46,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/18/94,,55,22,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/19/94,,61,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/20/94,,62,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/21/94,,47,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/22/94,,33,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/23/94,,33,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/24/94,,33,18,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/25/94,,21,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/26/94,,17,8,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/27/94,,16,6,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",02/28/94,,23,4,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/01/94,,33,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/02/94,,29,7,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/03/94,,31,22,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/04/94,,39,24,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/05/94,,35,23,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/06/94,,40,17,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/07/94,,44,38,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/08/94,,38,24,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/09/94,,29,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/10/94,,31,25,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/11/94,,32,18,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/12/94,,39,13,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/13/94,,40,29,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/14/94,,38,28,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/15/94,,42,30,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/16/94,,30,15,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/17/94,,27,14,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/18/94,,27,20,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/19/94,,35,21,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/20/94,,38,23,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/21/94,,48,25,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/22/94,,52,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/23/94,,60,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/24/94,,68,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/25/94,,39,28,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/26/94,,44,23,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/27/94,,45,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/28/94,,41,31,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/29/94,,44,30,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/30/94,,43,29,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",03/31/94,,48,28,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/01/94,,53,31,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/02/94,,67,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/03/94,,59,28,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/04/94,,51,26,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/05/94,,63,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/06/94,,41,31,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/07/94,,42,29,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/08/94,,50,25,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/09/94,,62,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/10/94,,55,38,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/11/94,,53,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/12/94,,50,40,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/13/94,,66,46,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/14/94,,62,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/15/94,,86,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/16/94,,64,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/17/94,,49,37,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/18/94,,62,33,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/19/94,,66,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/20/94,,51,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/21/94,,49,31,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/22/94,,51,29,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/23/94,,60,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/24/94,,71,48,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/25/94,,68,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/26/94,,84,46,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/27/94,,79,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/28/94,,43,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/29/94,,74,40,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",04/30/94,,53,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/01/94,,54,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/02/94,,55,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/03/94,,65,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/04/94,,63,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/05/94,,64,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/06/94,,52,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/07/94,,60,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/08/94,,63,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/09/94,,65,44,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/10/94,,60,37,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/11/94,,68,37,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/12/94,,60,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/13/94,,56,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/14/94,,69,34,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/15/94,,67,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/16/94,,63,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/17/94,,57,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/18/94,,53,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/19/94,,59,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/20/94,,71,38,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/21/94,,76,46,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/22/94,,85,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/23/94,,77,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/24/94,,72,48,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/25/94,,72,54,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/26/94,,57,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/27/94,,57,36,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/28/94,,61,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/29/94,,78,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/30/94,,83,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",05/31/94,,85,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/01/94,,64,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/02/94,,60,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/03/94,,72,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/04/94,,78,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/05/94,,78,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/06/94,,82,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/07/94,,76,52,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/08/94,,65,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/09/94,,74,44,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/10/94,,79,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/11/94,,73,53,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/12/94,,82,59,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/13/94,,81,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/14/94,,81,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/15/94,,94,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/16/94,,95,69,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/17/94,,94,70,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/18/94,,93,68,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/19/94,,81,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/20/94,,85,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/21/94,,87,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/22/94,,80,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/23/94,,80,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/24/94,,71,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/25/94,,77,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/26/94,,81,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/27/94,,66,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/28/94,,77,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/29/94,,81,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",06/30/94,,76,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/01/94,,82,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/02/94,,83,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/03/94,,73,54,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/04/94,,88,50,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/05/94,,87,72,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/06/94,,93,66,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/07/94,,85,70,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/08/94,,92,70,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/09/94,,84,67,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/10/94,,75,58,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/11/94,,79,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/12/94,,86,59,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/13/94,,84,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/14/94,,78,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/15/94,,86,67,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/16/94,,79,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/17/94,,81,59,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/18/94,,85,65,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/19/94,,87,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/20/94,,94,64,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/21/94,,97,73,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/22/94,,86,72,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/23/94,,84,67,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/24/94,,86,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/25/94,,85,65,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/26/94,,80,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/27/94,,77,54,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/28/94,,79,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/29/94,,84,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/30/94,,80,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",07/31/94,,88,63,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/01/94,,89,65,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/02/94,,84,69,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/03/94,,85,68,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/04/94,,89,68,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/05/94,,68,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/06/94,,74,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/07/94,,80,50,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/08/94,,85,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/09/94,,74,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/10/94,,72,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/11/94,,71,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/12/94,,83,59,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/13/94,,78,69,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/14/94,,73,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/15/94,,71,54,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/16/94,,79,53,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/17/94,,79,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/18/94,,81,65,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/19/94,,87,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/20/94,,89,67,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/21/94,,77,67,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/22/94,,74,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/23/94,,73,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/24/94,,82,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/25/94,,80,64,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/26/94,,82,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/27/94,,82,64,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/28/94,,86,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/29/94,,73,53,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/30/94,,73,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",08/31/94,,73,62,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/01/94,,69,52,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/02/94,,69,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/03/94,,70,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/04/94,,69,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/05/94,,71,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/06/94,,73,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/07/94,,73,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/08/94,,78,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/09/94,,74,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/10/94,,66,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/11/94,,66,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/12/94,,76,45,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/13/94,,80,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/14/94,,76,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/15/94,,77,59,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/16/94,,86,64,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/17/94,,77,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/18/94,,69,50,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/19/94,,71,50,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/20/94,,77,48,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/21/94,,81,53,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/22/94,,76,53,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/23/94,,64,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/24/94,,65,60,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/25/94,,78,58,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/26/94,,72,61,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/27/94,,74,57,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/28/94,,64,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/29/94,,58,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",09/30/94,,62,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/01/94,,59,47,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/02/94,,58,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/03/94,,57,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/04/94,,55,40,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/05/94,,54,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/06/94,,64,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/07/94,,75,46,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/08/94,,79,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/09/94,,65,49,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/10/94,,53,39,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/11/94,,56,36,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/12/94,,65,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/13/94,,65,36,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/14/94,,62,46,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/15/94,,59,35,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/16/94,,61,31,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/17/94,,66,32,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/18/94,,68,51,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/19/94,,63,55,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/20/94,,69,56,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/21/94,,61,43,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/22/94,,65,40,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/23/94,,69,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/24/94,,59,41,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/25/94,,53,42,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",10/26/94,,52,35,
